LP,Ebene3_ID,Ebene2_ID,Ebene1_ID,Bezeichnung,Ebene3_Name,Ebene2_Name,Ebene1_Name,Kapitel/Titel
S28010,S280,S2,S,Modellversuche im tertiären Bereich des Bildungswesens,Modellversuche und besondere Maßnahmen im tertiären Bereich des Bildungswesens,Übrige Bildungsforschung,Bildungsforschung,300368503
S28020,S280,S2,S,"Demonstrationsprogramm ""International ausgerichtete Studiengänge""",Modellversuche und besondere Maßnahmen im tertiären Bereich des Bildungswesens,Übrige Bildungsforschung,Bildungsforschung,300368503
S28030,S280,S2,S,Deutsch-französische Hochschule,Modellversuche und besondere Maßnahmen im tertiären Bereich des Bildungswesens,Übrige Bildungsforschung,Bildungsforschung,300368503
S29000,S280,S2,S,Sonstiges im tertiären Bereich des Bildungswesens,Modellversuche und besondere Maßnahmen im tertiären Bereich des Bildungswesens,Übrige Bildungsforschung,Bildungsforschung,300368503
T12010,T120,T1,T,Förderung zusätzlicher FuE-Personal-Kapazität,Förderung zusätzlicher FuE-Personal-Kapazität,Indirekte Förderung des FuE-Personals in der Wirtschaft,Innovation und verbesserte Rahmenbedingungen,090268352
T12090,T120,T1,T,Projektstabskosten,Förderung zusätzlicher FuE-Personal-Kapazität,Indirekte Förderung des FuE-Personals in der Wirtschaft,Innovation und verbesserte Rahmenbedingungen,090268352
T21010,T120,T2,T,Technologietransfer und -beratung Inland,Förderung zusätzlicher FuE-Personal-Kapazität,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T21020,T120,T2,T,Technologietransfer in Entwicklungsländer,Förderung zusätzlicher FuE-Personal-Kapazität,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T21091,T120,T2,T,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Förderung zusätzlicher FuE-Personal-Kapazität,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T22010,T220,T2,T,Auftragsforschung und -entwicklung für Unternehmen der gewerblichen Wirtschaft,Auftragsforschung und -entwicklung für Unternehmen der gewerblichen Wirtschaft,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T22090,T220,T2,T,Verwaltung der Fördermittel (AIF),Auftragsforschung und -entwicklung für Unternehmen der gewerblichen Wirtschaft,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T23010,T230,T2,T,Forschungskooperation zwischen Industrie und Forschungseinrichtungen durch Nachwuchswissenschaftler,Forschungskooperation zwischen Industrie und Forschungseinrichtungen durch Nachwuchswissenschaftler,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T23090,T230,T2,T,Projektstabskosten,Forschungskooperation zwischen Industrie und Forschungseinrichtungen durch Nachwuchswissenschaftler,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T24010,T240,T2,T,Forschungskooperation in der mittelständischen Wirtschaft (Foko),Forschungskooperation in der mittelständischen Wirtschaft und Förderung der Innovationskompetenz mittelständischer Unternehmen,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T24020,T240,T2,T,Förderung der Innovationskompetenz mittelständischer Unternehmen (PRO INNO),Forschungskooperation in der mittelständischen Wirtschaft und Förderung der Innovationskompetenz mittelständischer Unternehmen,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T24090,T240,T2,T,Projektstabskosten,Forschungskooperation in der mittelständischen Wirtschaft und Förderung der Innovationskompetenz mittelständischer Unternehmen,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T24110,T241,T2,T,Zentrales Innovationsprogramm Mittelstand (ZIM) - Kooperationsförderung,Zentrales Innovationsprogramm Mittelstand (ZIM),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T24120,T241,T2,T,Zentrales Innovationsprogramm Mittelstand (ZIM) - Netzwerkförderung,Zentrales Innovationsprogramm Mittelstand (ZIM),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T24130,T241,T2,T,entrales Innovationsprogramm Mittelstand (ZIM) - Einzelprojektförderung,Zentrales Innovationsprogramm Mittelstand (ZIM),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T24190,T241,T2,T,Projektstabskosten,Zentrales Innovationsprogramm Mittelstand (ZIM),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T25010,T250,T2,T,Talentsicherungsmaßnahme zur Förderung der Innovation (TSI),Talentsicherungsmaßnahme zur Förderung der Innovation (TSI),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T25090,T250,T2,T,Projektstabskosten,Talentsicherungsmaßnahme zur Förderung der Innovation (TSI),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T26010,T260,T2,T,Förderung von innovativen Netzwerken -Inno-Net-,Förderung von innovativen Netzwerken -Inno-Net-,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T26090,T260,T2,T,Projektstabskosten (Inno-Net),Förderung von innovativen Netzwerken -Inno-Net-,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268352
T27010,T270,T2,T,"Unterstuetzung des Foerderwettbewerbs ""Netzwerkmanagement Ost"" (NEMO)","Unterstuetzung des Foerderwettbewerbs ""Netzwerkmanagement Ost"" (NEMO)",Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268356
T27090,T270,T2,T,Projektstabskosten,"Unterstuetzung des Foerderwettbewerbs ""Netzwerkmanagement Ost"" (NEMO)",Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268356
T28010,T280,T2,T,Förderung der Industrielle Gemeinschaftsforschung und -entwicklung (IGF),Förderung der Industrielle Gemeinschaftsforschung und -entwicklung (IGF),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268356
T28020,T280,T2,T,erweiterte Erfolgskontrolle / Begleitforschung,Förderung der Industrielle Gemeinschaftsforschung und -entwicklung (IGF),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268356
T28090,T280,T2,T,Projektstabskosten,Förderung der Industrielle Gemeinschaftsforschung und -entwicklung (IGF),Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,090268356
T29000,T290,T2,T,High-Tech-Strategie,High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29010,T290,T2,T,Forschungsprämie I,High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29020,T290,T2,T,Forschungsprämie II,High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29030,T290,T2,T,Clusterwettbewerb,High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29040,T290,T2,T,Neue Instrumente und Modellprojekte im Wissens- und Technologietransfer,High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29050,T290,T2,T,KMU-innovativ,High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29051,T290,T2,T,Hightech-Strategie: Biotechnologie (KMU),High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29090,T290,T2,T,Projektstabskosten,High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29091,T290,T2,T,"Projektbegleiter und externe Einzelgutachter (PB,RE)",High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T29092,T290,T2,T,Beratungsgremien (SK),High-Tech-Strategie,Verbesserung des Technologie- und Wissenstransfers / Förderung von innovativen Netzwerken und Forschungskooperationen,Innovation und verbesserte Rahmenbedingungen,300468310
T31010,T310,T3,T,Modellversuch Förderung technologieorientierter Unternehmensgründungen (TOU),Förderung von jungen Technologieunternehmen in den alten Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T31020,T310,T3,T,Beteiligung am Betriebsrisiko der Deutschen Wagnisfinanzierungsgesellschaft (WFG),Förderung von jungen Technologieunternehmen in den alten Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T31031,T310,T3,T,Förderung besonderer Maßnahmen in Berlin - Sondermittel für Berliner Unternehmen,Förderung von jungen Technologieunternehmen in den alten Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T31032,T310,T3,T,Förderung besonderer Maßnahmen in Berlin - Berliner Büro WFG,Förderung von jungen Technologieunternehmen in den alten Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T31040,T310,T3,T,Modellversuch Beteiligungskapital für junge Technologie-Unternehmen (BJTU),Förderung von jungen Technologieunternehmen in den alten Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268350
T31050,T310,T3,T,Beteiligungskapital für kleine Technologie-Unternehmen (BTU),Förderung von jungen Technologieunternehmen in den alten Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268350
T31091,T310,T3,T,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Förderung von jungen Technologieunternehmen in den alten Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T32050,T320,T3,T,Technologiezentren in den neuen Bundesländern,Förderung von jungen Technologieunternehmen in den neuen Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T32060,T320,T3,T,Technologieorientierte Unternehmensgründungen in den neuen Bundesländern (TOU-NBL),Förderung von jungen Technologieunternehmen in den neuen Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T32070,T320,T3,T,Förderung und Unterstützung technologieorientierter Unternehmensgründungen in den neuen Bundesländern (FUTOUR),Förderung von jungen Technologieunternehmen in den neuen Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T32090,T320,T3,T,Projektstabskosten,Förderung von jungen Technologieunternehmen in den neuen Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T32091,T320,T3,T,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Förderung von jungen Technologieunternehmen in den neuen Bundesländern,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268352
T33010,T330,T3,T,FuE-Darlehen für kleine Unternehmen zur Anwendung neuer Technologien,FuE-Darlehen für kleine Unternehmen zur Anwendung neuer Technologien,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268350
T33020,T330,T3,T,ERP-Innovationsprogramm,FuE-Darlehen für kleine Unternehmen zur Anwendung neuer Technologien,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268350
T39000,T340,T3,T,Förderung der Produkterneuerung im Beitrittsgebiet,Förderung von FuE in KMU,Innovationsfinanzierung / Beteiligung am Innovationsrisiko von Technologieunternehmen,Innovation und verbesserte Rahmenbedingungen,090268350
V01010,V010,V0,V,Geisteswissenschaftliche Forschung - Projektförderung,Geisteswissenschaftliche Forschung,"Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften","Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften",300368510
V01050,V010,V0,V,Geisteswissenschaftliche Forschung - institutionelle Förderung,Geisteswissenschaftliche Forschung,"Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften","Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften",300388251
V01070,V010,V0,V,Europäische und internationale Wissenschaftseinrichtungen,Geisteswissenschaftliche Forschung,"Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften","Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften",300368772
V01090,V010,V0,V,Projektstabskosten,Geisteswissenschaftliche Forschung,"Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften","Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften",300368772
V01092,V010,V0,V,Beratungsgremien (SK),Geisteswissenschaftliche Forschung,"Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften","Geisteswissenschaften; Wirtschafts-, Finanz- und Sozialwissenschaften",300368772
