LP,Ebene3_ID,Ebene2_ID,Ebene1_ID,Bezeichnung,Ebene3_Name,Ebene2_Name,Ebene1_Name,Kapitel/Titel
E21053,E210,E2,E,Photovoltaik - Anwendung und Demonstration - Netzkopplung,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21054,E210,E2,E,Photovoltaik - Anwendung und Demonstration - Inselbetrieb,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21055,E210,E2,E,Photovoltaik - Anwendung und Demonstration - Hybridsysteme,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21059,E210,E2,E,Photovoltaik - Anwendung und Demonstration - Sonstiges,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21060,E210,E2,E,Begleitende Projektförderung zum Bund-Länder-1000-Dächer-Photovoltaik-Programm,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21070,E210,E2,E,Photovoltaik - Geräte und Kleinsysteme,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21090,E210,E2,E,Projektstabskosten,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21099,E210,E2,E,Photovoltaik - übergreifende und sonstige Untersuchungen,Photovoltaik - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21100,E211,E2,E,Bund-Länder-1000-Dächer-Photovoltaik-Programm,Photovoltaik - indirekt-spezifische Förderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21210,E212,E2,E,Große Windkraftanlagen,Windenergie - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21220,E212,E2,E,Mittlere Windkraftanlagen,Windenergie - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21230,E212,E2,E,Kleine Windkraftanlagen,Windenergie - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21240,E212,E2,E,Projektförderung im Rahmen der Fördermaßnahme 100/250 MW Wind (z.B. Meß- und Evaluierungsprogramm),Windenergie - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21250,E212,E2,E,Projektförderung Offshore-Windparks,Windenergie - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21280,E212,E2,E,Sonstiges im Rahmen der Windenergie,Windenergie - Projektförderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21300,E213,E2,E,Fördermaßnahme 100/250 MW Wind,Windenergie - indirekt-spezifische Förderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21411,E214,E2,E,Thermische Nutzung in der Landwirtschaft - Entwicklung von Luftkollektoren,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21412,E214,E2,E,Thermische Nutzung in der Landwirtschaft - solare Trocknung,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21413,E214,E2,E,Thermische Nutzung in der Landwirtschaft - Gewächshäuser,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21419,E214,E2,E,Thermische Nutzung in der Landwirtschaft - Sonstiges,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21420,E214,E2,E,Thermische Nutzung im Hochtemperaturbereich zur Bereitstellung von Prozeßwärme,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21425,E214,E2,E,Solare Meerwasserentsalzung und Brackwasseraufbereitung,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21430,E214,E2,E,Solar angetriebene Wasserpumpe,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21435,E214,E2,E,Solare Kühlung,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21440,E214,E2,E,Studien über solarthermische Stromerzeugung,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21445,E214,E2,E,Komponentenentwicklung für solarthermische Stromerzeugung,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21450,E214,E2,E,Solarthermische Kraftwerke ab 100 kW - allgemein,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21451,E214,E2,E,Solarthermische Kraftwerke ab 100 kW - SSPS,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21452,E214,E2,E,Solarthermische Kraftwerke ab 100 kW - GAST (einschl. Projektbegleitung),Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21453,E214,E2,E,Solarthermische Kraftwerke ab 100 kW - Eurelios,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21455,E214,E2,E,Solarthermische Kleinkraftwerke,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21458,E214,E2,E,Solarthermische Kraftwerke - Paraboloide,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21459,E214,E2,E,Solarthermische Kraftwerke - Aufwindtechnik,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21460,E214,E2,E,Projektbegleitende Meßprogramme (solare Prozeßwärme),Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21480,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien),Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21481,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - Eldorado Sonne 2,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21482,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - Eldorado Wind,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21483,E214,E2,E,"Kooperationsvorhaben (erneuerbare Energien) - Eldorado, begleitende Maßnahmen",Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21484,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - NCRD/Israel,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21485,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - Solardorf REI/Indonesien,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21486,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - Lykovrissi/Griechenland,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21487,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - Daxing/VR China,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21488,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - Sonntlan/Mexiko,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21489,E214,E2,E,Kooperationsvorhaben (erneuerbare Energien) - Sonstiges,Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21491,E214,E2,E,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Nutzungssysteme für südliche Klimabedingungen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21511,E215,E2,E,"Energiegewinnung durch Pflanzen (Photosynthese, Pflanzenstoffwechsel)","Biologische Energiegewinnung, -speicherung und -nutzung",Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289211
E21512,E215,E2,E,Biologische Wasserstoffgewinnung,"Biologische Energiegewinnung, -speicherung und -nutzung",Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289211
E21520,E215,E2,E,Energetische Nutzung von Pflanzen (1992 abgeschlossen),"Biologische Energiegewinnung, -speicherung und -nutzung",Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289211
E21611,E216,E2,E,Prospektion und Exploration geothermische Energie,Geothermie,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21612,E216,E2,E,Warmwasser- und Dampflagerstätten,Geothermie,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21613,E216,E2,E,Hot Dry Rock (heißes Tiefengestein),Geothermie,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21619,E216,E2,E,Sonstiges im Rahmen der geothermischen Energie,Geothermie,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21721,E217,E2,E,Biomasse und Abfälle - direkte Verbrennung (abgeschlossen),Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21722,E217,E2,E,Biomasse und Abfälle - thermische Konversion (abgeschlossen),Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21723,E217,E2,E,Biomasse und Abfälle - Biogas (abgeschlossen),Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21729,E217,E2,E,Biomasse und Abfälle - Sonstiges (abgeschlossen),Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21730,E217,E2,E,Wasserkraft,Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21790,E217,E2,E,Projektstabskosten,Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21795,E217,E2,E,Studien (erneuerbare Energiequellen),Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21796,E217,E2,E,"Tagungen, Statusseminare (erneuerbare Energiequellen)",Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21797,E217,E2,E,"Meßprogramme, Teststände (erneuerbare Energiequellen)",Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21799,E217,E2,E,Sonstiges im Rahmen der erneuerbaren Energiequellen,Übrige und Querschnittsaktivitäten erneuerbare Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21811,E218,E2,E,Elektrizität Wind,Optimierung der Energieversorgungssysteme im Hinblick auf den Ausbau der Erneuerbaren Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21812,E218,E2,E,Elektrizität Photovoltaik,Optimierung der Energieversorgungssysteme im Hinblick auf den Ausbau der Erneuerbaren Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21813,E218,E2,E,Elektrizität Sonstiges,Optimierung der Energieversorgungssysteme im Hinblick auf den Ausbau der Erneuerbaren Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21814,E218,E2,E,Wärme,Optimierung der Energieversorgungssysteme im Hinblick auf den Ausbau der Erneuerbaren Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21815,E218,E2,E,Mobilität,Optimierung der Energieversorgungssysteme im Hinblick auf den Ausbau der Erneuerbaren Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21816,E218,E2,E,Sonstiges,Optimierung der Energieversorgungssysteme im Hinblick auf den Ausbau der Erneuerbaren Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21891,E218,E2,E,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Optimierung der Energieversorgungssysteme im Hinblick auf den Ausbau der Erneuerbaren Energien,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E21910,E219,E2,E,"KSI - Klimaschutzprojekte in sozialen, kulturellen und öffentlichen Einrichtungen",Klimaschutzinitiative KSI,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160268624
E21911,E219,E2,E,KSI - Erstellung von Klimaschutzkonzepten,Klimaschutzinitiative KSI,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160268624
E21912,E219,E2,E,KSI - Beratende Begleitung von Klimaschutzkonzepten,Klimaschutzinitiative KSI,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160268624
E21913,E219,E2,E,KSI - Klimaschutztechnologien bei der Stromnutzung,Klimaschutzinitiative KSI,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160268624
E21914,E219,E2,E,KSI - Modellprojekte zum Klimaschutz,Klimaschutzinitiative KSI,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160268624
E21920,E219,E2,E,KSI - Energetische Biomassenutzung,Klimaschutzinitiative KSI,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160268624
E21930,E219,E2,E,KSI - Begleitprogramm,Klimaschutzinitiative KSI,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160268624
E22111,E221,E2,E,"Parameterstudien, methodische Untersuchungen zu Versorgungskonzepten",Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22112,E221,E2,E,Regionale Versorgungskonzepte,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22113,E221,E2,E,Örtliche Versorgungskonzepte,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22114,E221,E2,E,Studien zur Fernwärmeversorgung,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22120,E221,E2,E,Studien und Grundlagenuntersuchungen zur Kraft-Wärme-Kopplung (KWK),Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22121,E221,E2,E,Kühlung von Wärmekraftwerken und Abwärmenutzung,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22122,E221,E2,E,Fern- und Nahwärmeerzeugung - Auskopplung aus Großkraftwerken,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22123,E221,E2,E,Fern- und Nahwärmeerzeugung - industrielle Abwärme für Fernheizzwecke,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22126,E221,E2,E,Fern- und Nahwärmeerzeugung - Blockheizkraftwerke (BHKW),Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22127,E221,E2,E,Fern- und Nahwärmeerzeugung - Wärmepumpen in Fernwärmeversorgungssystemen,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22128,E221,E2,E,Fern- und Nahwärmeerzeugung - Kälte aus Fernwärme,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22141,E221,E2,E,Großwärmespeicher,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22142,E221,E2,E,Aquiferospeicher,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22143,E221,E2,E,Hochtemperaturspeicher,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22144,E221,E2,E,Niedertemperaturspeicher,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22148,E221,E2,E,Mechanische und andere Speicher,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22151,E221,E2,E,Wärmetransport und -verteilung - neue Verlegeverfahren,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22152,E221,E2,E,Wärmetransport und -verteilung - Selbstvorspannung,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22153,E221,E2,E,Wärmetransport und -verteilung - Reibungsminderer,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22155,E221,E2,E,Wärmetransport und -verteilung - VSI-Rohrtechnik,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22156,E221,E2,E,Wärmetransport und -verteilung - Betriebsoptimierung,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22157,E221,E2,E,Wärmetransport und -verteilung - mobile Fernwärme,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22158,E221,E2,E,Wärmetransport und -verteilung - Fernwärme-Sanierung-Ost,Sekundärenergiesysteme,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E22210,E222,E2,E,"Photochemie, Photoelektrochemie",Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22220,E222,E2,E,"Elektrolyse, Transport, Speicherung",Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22231,E222,E2,E,Brennstoffzellen - Entwicklung,Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22232,E222,E2,E,Brennstoffzellen - Demonstration,Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22271,E222,E2,E,Nichtkonventionelle Erzeugung von Elektrizität,Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22272,E222,E2,E,Transport von Elektrizität,Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22273,E222,E2,E,Speicherung von Elektrizität,Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22275,E222,E2,E,Kapazitätsauslastung Elektrizität,Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22279,E222,E2,E,Elektrizität Verschiedenes,Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E22291,E222,E2,E,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Fortgeschrittene Systeme zur Stromerzeugung und -speicherung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,609189161
E23201,E232,E2,E,Energiesparende Industrieverfahren - Wärmetauscher,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23202,E232,E2,E,"Energiesparende Industrieverfahren - Wärmepumpen, Kältemittel",Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23203,E232,E2,E,Energiesparende Industrieverfahren - Wärmetransformatoren/ORC-Anlagen,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23204,E232,E2,E,Energiesparende Industrieverfahren - Industrieöfen,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23205,E232,E2,E,Energiesparende Industrieverfahren - Kraftmaschinen mit äußerer Verbrennung,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23206,E232,E2,E,Energiesparende Industrieverfahren - Zerkleinern von Feststoffen,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23207,E232,E2,E,Energiesparende Industrieverfahren - Trocknungsprozesse,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23208,E232,E2,E,Energiesparende Industrieverfahren - mechanische und thermische Trennverfahren,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23209,E232,E2,E,Energiesparende Industrieverfahren - elektrolytische Trennverfahren,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23215,E232,E2,E,"Energiesparende Industrieverfahren - Chemische Industrie, Herstellung von Kunststoff-und Gummiwaren",Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23220,E232,E2,E,"Energiesparende Industrieverfahren - Gewinnung und Verarbeitung von Steinen und Erden, Feinkeramik, Glasgewerbe",Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23230,E232,E2,E,Energiesparende Industrieverfahren - Eisen- und Stahlindustrie,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23240,E232,E2,E,Energiesparende Industrieverfahren - NE-Metallindustrie,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23250,E232,E2,E,"Energiesparende Industrieverfahren - Maschinenbau, Fahrzeugbau, Elektrotechnik, Feinmechanik, Optik, EBM-Waren",Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23260,E232,E2,E,"Energiesparende Industrieverfahren - Holz-, Papier- und Druckgewerbe",Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23270,E232,E2,E,"Energiesparende Industrieverfahren - Leder-, Textil- und Bekleidungsgewerbe",Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23280,E232,E2,E,Energiesparende Industrieverfahren - Nahrungs- und Genußmittelindustrie,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23285,E232,E2,E,Energiesparende Industrieverfahren - Übergreifend und Sonstiges,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E23299,E232,E2,E,Sonstige Querschnittsaufgaben im Rahmen der rationellen Energieverwendung,Energiesparende Industrieverfahren,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E24111,E241,E2,E,Passive Sonnenenergienutzung - Studien und Grundlagenuntersuchungen,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24112,E241,E2,E,Passive Sonnenenergienutzung - Entwicklung von Komponenten,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24113,E241,E2,E,"Passive Sonnenenergienutzung - Fenster, Isolierverglasung",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24114,E241,E2,E,Passive Sonnenenergienutzung - transluzente Wärmedämmung,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24115,E241,E2,E,Passive Sonnenenergienutzung - Tageslichtnutzung,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24116,E241,E2,E,Passive Sonnenenergienutzung - Raumluftströmungen,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24117,E241,E2,E,"Passive Sonnenenergienutzung - Gebäude als bau- und energietechnische Einheit, Wohngebäude",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24118,E241,E2,E,"Passive Sonnenenergienutzung - Gebäude als bau- und energietechnische Einheit, gewerblich genutzte Gebäude",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24121,E241,E2,E,"Aktive Sonnenenergienutzung - Solarkollektoren, Absorber, Wärmerohre, Prüf- und Testverfahren",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
